4803 
 -0.573704   1.513000  -5.452000 496.216000
  0.290609   2.398000  -5.884000 496.044000
  0.290609   1.863000  -4.590000 495.850000
 -0.573704   4.253000   2.507000 503.760000
  0.290609   3.886000   1.580000 503.678000
  0.290609   4.215000   2.610000 502.766000
 -0.573704   1.712000   0.765000 505.503000
  0.290609   1.577000   1.739000 505.323000
  0.290609   1.007000   0.543000 504.829000
 -0.573704  -3.588000  -1.879000 496.231000
  0.290609  -3.829000  -0.910000 496.287000
  0.290609  -3.327000  -1.758000 495.273000
 -0.573704   3.285000  -8.788000 497.463000
  0.290609   3.709000  -8.270000 498.207000
  0.290609   3.264000  -7.962000 496.900000
 -0.573704   5.411000  -0.791000 502.479000
  0.290609   6.390000  -0.674000 502.313000
  0.290609   5.291000   0.201000 502.475000
 -0.573704  -3.277000   2.390000 503.649000
  0.290609  -2.452000   2.319000 503.089000
  0.290609  -3.349000   1.393000 503.671000
 -0.573704  -4.879000   4.076000 500.870000
  0.290609  -4.269000   4.148000 500.081000
  0.290609  -4.131000   4.355000 501.473000
 -0.573704   0.658000  -1.081000 507.897000
  0.290609   0.843000  -1.996000 508.256000
  0.290609  -0.107000  -0.985000 508.534000
 -0.573704   2.382000   6.881000 495.395000
  0.290609   1.792000   6.086000 495.535000
  0.290609   3.010000   6.320000 494.855000
 -0.573704  -4.084000  -3.224000 503.461000
  0.290609  -4.642000  -2.706000 502.813000
  0.290609  -4.257000  -2.532000 504.163000
 -0.573704  -1.023000  -8.514000 499.840000
  0.290609  -1.295000  -8.213000 498.926000
  0.290609  -1.867000  -9.044000 499.917000
 -0.573704   3.576000   4.476000 499.032000
  0.290609   3.718000   3.909000 498.221000
  0.290609   4.536000   4.755000 499.004000
 -0.573704  -1.877000   0.245000 493.874000
  0.290609  -0.934000   0.095000 494.170000
  0.290609  -1.661000   1.200000 493.668000
 -0.573704   3.749000   2.143000 495.615000
  0.290609   3.496000   2.540000 494.733000
  0.290609   2.968000   2.597000 496.044000
 -0.573704   6.119000   2.349000 498.211000
  0.290609   6.834000   2.982000 498.507000
  0.290609   6.219000   1.836000 499.063000
 -0.573704  -3.117000   4.513000 496.769000
  0.290609  -3.313000   3.640000 497.214000
  0.290609  -2.649000   4.031000 496.028000
 -0.573704  -2.019000   6.313000 501.642000
  0.290609  -1.367000   7.038000 501.421000
  0.290609  -2.122000   6.686000 502.564000
 -0.573704  -6.113000   1.104000 501.579000
  0.290609  -5.596000   1.805000 502.070000
  0.290609  -5.315000   0.919000 501.004000
 -0.573704  -0.807000   4.036000 505.288000
  0.290609  -1.078000   3.118000 504.998000
  0.290609  -0.476000   4.230000 504.364000
 -0.573704  -2.706000  -5.850000 497.701000
  0.290609  -3.590000  -6.292000 497.852000
  0.290609  -2.356000  -6.691000 497.290000
 -0.573704   1.024000  -8.599000 503.222000
  0.290609   1.779000  -8.590000 502.567000
  0.290609   1.664000  -8.821000 503.957000
 -0.573704  -1.580000 -10.680000 502.824000
  0.290609  -1.905000 -10.077000 503.553000
  0.290609  -1.210000  -9.890000 502.335000
 -0.573704   5.712000  -1.556000 498.681000
  0.290609   6.136000  -1.039000 499.424000
  0.290609   5.691000  -0.730000 498.118000
 -0.573704   1.011000  -2.308000 494.256000
  0.290609   0.686000  -2.299000 493.310000
  0.290609   0.125000  -1.962000 494.563000
 -0.573704   2.626000  -5.816000 504.634000
  0.290609   3.318000  -5.100000 504.724000
  0.290609   1.982000  -5.147000 504.262000
 -0.573704  -5.895000   2.176000 505.579000
  0.290609  -5.338000   2.647000 506.263000
  0.290609  -6.143000   3.056000 505.175000
 -0.573704   3.991000  -4.296000 501.315000
  0.290609   4.064000  -5.293000 501.342000
  0.290609   4.824000  -4.221000 501.863000
 -0.573704  -5.791000  -2.333000 499.827000
  0.290609  -5.790000  -3.179000 500.359000
  0.290609  -6.530000  -1.975000 500.398000
 -0.573704  -8.062000  -1.058000 503.930000
  0.290609  -7.611000  -1.945000 504.032000
  0.290609  -7.242000  -0.691000 503.492000
 -0.573704   1.796000   6.332000 503.260000
  0.290609   2.744000   6.436000 502.960000
  0.290609   1.554000   7.182000 502.793000
 -0.573704  -1.150000   8.289000 497.775000
  0.290609  -0.947000   7.338000 498.006000
  0.290609  -0.172000   8.473000 497.674000
 -0.573704  -3.059000   7.278000 495.230000
  0.290609  -2.336000   7.189000 494.544000
  0.290609  -2.706000   8.178000 495.486000
 -0.573704   1.776000   8.601000 499.615000
  0.290609   1.217000   7.843000 499.950000
  0.290609   2.462000   7.951000 499.289000
 -0.573704  -2.565000  10.008000 500.374000
  0.290609  -1.873000   9.365000 500.048000
  0.290609  -1.849000  10.677000 500.574000
 -0.573704  -0.034000  -9.488000 496.540000
  0.290609   0.746000  -9.985000 496.921000
  0.290609  -0.035000 -10.098000 495.748000
 -0.573704  -4.868000  -5.793000 501.920000
  0.290609  -3.889000  -5.591000 501.952000
  0.290609  -4.670000  -6.697000 501.543000
 -0.573704  -4.541000   2.783000 494.115000
  0.290609  -4.241000   3.533000 493.527000
  0.290609  -5.495000   3.028000 493.942000
 -0.573704  -1.301000  -7.964000 505.233000
  0.290609  -2.085000  -7.423000 504.927000
  0.290609  -0.842000  -7.128000 505.535000
 -0.573704  -1.537000  -6.990000 508.536000
  0.290609  -1.681000  -6.572000 507.639000
  0.290609  -1.920000  -6.177000 508.976000
 -0.573704   3.253000  -2.172000 504.778000
  0.290609   2.345000  -2.452000 504.467000
  0.290609   3.183000  -1.336000 504.234000
 -0.573704  -4.359000  -8.761000 498.419000
  0.290609  -3.905000  -9.584000 498.760000
  0.290609  -4.104000  -8.274000 499.254000
 -0.573704   0.389000   8.853000 493.796000
  0.290609   0.843000   9.107000 492.942000
  0.290609  -0.434000   9.340000 493.504000
 -0.573704  -0.504000   3.931000 493.312000
  0.290609   0.485000   4.073000 493.356000
  0.290609  -0.473000   4.021000 492.317000
 -0.573704   2.612000   4.226000 491.785000
  0.290609   3.353000   4.202000 492.457000
  0.290609   2.480000   5.201000 491.967000
 -0.573704   5.932000   4.211000 501.503000
  0.290609   4.978000   4.500000 501.429000
  0.290609   5.704000   3.345000 501.056000
 -0.573704  -2.667000   0.009000 506.019000
